Technology,End use,CDIV,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
comm_GSHP-cool,cooling,7,0.0,0.0,0.0457623741513586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090125178867619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0565916422677552,0.0,0.0,0.0,0.0,0.0,0.0,0.807520804713267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comm_GSHP-cool,cooling,8,0.0,0.0,0.0,0.3498178845587262,0.0,0.4405709717231283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0260392080898438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274451409203844,0.0,0.0,0.0,0.0,0.0,0.0407558362080364,0.0679282708399546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471023398189111,0.0,0.0,0.0,0.0,0.0,0.0003403478410148
comm_GSHP-cool,cooling,9,0.0087396238708783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1280010526738079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3513626869841948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5118966364711189,0.0,0.0,0.0
pkg_terminal_AC-cool,cooling,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1866213105867801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5695488624821415,0.0,0.0978316822388261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0820094082445065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284814666214655,0.0,0.0,0.0,0.0,0.0,0.0,0.0355072698262801,0.0,0.0,0.0,0.0
pkg_terminal_AC-cool,cooling,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1382285724138445,0.0,0.0,0.5488760113869117,0.0,0.0,0.0,0.3128954161992438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkg_terminal_AC-cool,cooling,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2198097189994453,0.1982505091539292,0.0,0.0,0.0,0.0,0.0,0.0,0.1988090984680652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2818598052889942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1012708680895661,0.0,0.0
pkg_terminal_AC-cool,cooling,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690885524071829,0.0,0.0,0.0,0.2010369866375003,0.0,0.0,0.0,0.0,0.0,0.0,0.1728244199596693,0.2990827652844768,0.0,0.0,0.0,0.0339926038711558,0.0929146894266497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310599824133649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkg_terminal_AC-cool,cooling,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199925296928179,0.0018252374946255,0.5533175568412867,0.1056950044170136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362495041695082,0.0,0.0,0.0,0.0,0.0,0.0,0.1167075845559788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0668890940823558,0.0,0.0,0.0,0.0,0.0929692482487827,0.0,0.0,0.0,0.0063542404976305,0.0
pkg_terminal_AC-cool,cooling,6,0.0,0.2465337527422804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580206831644884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1509245872185845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4445209768746464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pkg_terminal_AC-cool,cooling,7,0.0,0.0,0.064071295350381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901429956902629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021680139517244,0.0,0.0,0.0,0.0,0.0,0.0,0.7436176950076316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
