End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN,Total
refrigeration,7,0.6078124672032271,0.0,0.0,0.0,0.0,0.1668492832819901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1916841379007781,0.0,0.0,0.0336541116140046,0.0,0.0,0.0,0.0,0.0,1.0
refrigeration,8,0.0,0.0,0.0003006136116371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110767684486671,0.0,0.0016164417041384,0.319395663209854,0.0,0.0,0.0616650520419073,0.2668679383444886,0.3390775226393072,1.0
refrigeration,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025821659943311,0.2722190264098663,0.4229541486369731,0.3022446589588295,0.0,0.0,1.0
misc,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
misc,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713688290481159,0.2006686457133721,0.4700355421287425,0.0579269831097694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
misc,3,0.0,0.0,0.1322564733966329,0.1608649517368041,0.1691862518146787,0.0,0.0,0.0,0.0,0.0,0.3821828592682279,0.1555094637836563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
misc,4,0.0,0.0,0.3420853366843527,0.1493049895681602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3385014706072946,0.1685217529299538,0.0,0.0,0.0,0.0,0.0015864502102384,0.0,1.0
misc,5,0.0,0.2935400686801529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704914051198776,0.0495079939751909,0.0,0.2086075437492087,0.1958511466164996,0.1804728339731979,0.0015290078858721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
misc,6,0.0,0.0,0.0,0.0,0.0,0.0867071804587057,0.0,0.0,0.0,0.0,0.0151831809460872,0.0,0.0,0.0,0.2331887653763886,0.6649208732188183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
misc,7,0.6669415000480756,0.0,0.0,0.0,0.0,0.128012905281205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695170757336576,0.0,0.0,0.0355285189370617,0.0,0.0,0.0,0.0,0.0,1.0
misc,8,0.0,0.0,0.0001717293758053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052385022666991,0.0,0.0009253397806114,0.3251217386552189,0.0,0.0,0.0441728236542444,0.2916771149773352,0.3326927512900856,1.0000000000000002
misc,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013371741449661,0.3055539916087516,0.4555817158587931,0.237527118387489,0.0,0.0,1.0
